first_name,name,call_type,call_year,host_institution,project_acronym,snsf_fis,snsf_grants_before,had_snsf_grants_before,Applicant,ApplicantNumber
Francois,GALLAIRE,StG,2011,Ecole Polytechnique Fédérale de Lausanne,SIMCOMICS,Applicant Project funding;2010;132323;Instabilités de jets et sillages coaxiaux diphasiques||Applicant Project funding;2009;130315;Contrôle d'une couche limite décolée,2,TRUE,Gallaire François,568698
Christophe,GALLAND,CoG,2018,Ecole Polytechnique Fédérale de Lausanne,QTONE,Applicant SNSF Professorships;2016;170684;Quantum dynamics of phonons in nanostructures and molecules||Applicant Ambizione;2013;148263;Heralded Single Phonon Generation and Detection in an Optomechanical Resonator,2,TRUE,Galland Christophe,568809
Roberto,GARGIANI,AdG,2008,Ecole Polytechnique Fédérale de Lausanne,FMWK 1870-2008,"Applicant Project funding;2008;122397;Science en chantier dans le XVIIIe siècle: la resistentia solidorum et les coupoles de Florence, Rome et Paris||Applicant Project funding;2008;122390;Aldo Rossi: les oeuvres du ""rationalisme exalté""",2,TRUE,Gargiani Roberto,528283
Gilles,GASSER,CoG,2015,Universität Zürich,PhotoMedMet,"Applicant Interdivisional projects;2014;157216;Neue Multidentate Bifunktionelle Chelator Systeme für die Entwicklung von Zirkonium-89 Basierenden Molekularen Bildgebungsproben||Applicant Project funding;2012;146776;Photo-Induced Uncaging of Metal Complexes in Living Cells||Applicant SNSF Professorships;2010;133568;Caged Metal Complexes as Tools in Inorganic Chemical Biology||Applicant Project funding;2009;129910;Photo-Induced Uncaging of Metal Complexes in Living Cells||Applicant Ambizione;2009;126404;Synthesis of PNA-Metal Bioconjugates by ""Copper-Free"" and ""Photo"" Click Chemistry: An Approach towards the in Vitro Attachment of Organometallics to Biomolecules",5,TRUE,Gasser Gilles,126549
Susan,GASSER,AdG,2016,Friedrich Miescher Institute for Biomedical Research,Epiherigans,Applicant Project funding;2014;156936;Long-range chromatin organization and genome stability||Applicant Sinergia;2012;141945;Mapping repair-relevant domains of the nuclear envelope by superresolution microscopy||Applicant Project funding;2011;138334;Long-range Chromatin Organization and Genome Stability||Applicant Project funding;2000;61605;A functional analysis of nuclear organization,4,TRUE,Gasser Susan,8065
Roger,GEIGER,StG,2018,Università della Svizzera Italiana,TIL-FIT,NA,0,FALSE,NA,NA
Niko,GELDNER,StG,2007,Université de Lausanne,PLANT‐MEMB‐TRAFF,Applicant Project funding;2007;120558;Mechanisms of receptor trafficking in plants,1,TRUE,Geldner Niko,541797
Meynet,GEORGES,AdG,2018,Université de Genève,STAREX,"Applicant Project funding;2016;172505;Interacting Stars||Co-applicant Project funding;2014;159543;Multiple stellar populations in massive star clusters - Formation, evolution, dynamics, impact on galactic evolution||Applicant Project funding;2014;160119;Towards the first stars||Applicant Project funding;2012;146401;Stars as cosmic engines||Co-applicant Project funding;2011;140346;New perspectives on the chemical and dynamical evolution of globular clusters in light of new generation stellar models||Applicant Project funding;2010;134680;Stars for exploring the Universe||Applicant Project funding;2008;124541;Etoiles massives dans l'Univers||Co-applicant Project funding;2008;124629;Chemical and dynamical evolution of globular clusters and dwarf galaxies in light of new generation stellar models||Applicant Project funding;2007;117580;L'impact des modèles d'évolution stellaire sur l'évolution chimique des galaxies et l'origine des éléments||Co-applicant Project funding;2006;115961;Chemical and dynamical evolution of globular cluster and dwarf galaxies in light of new generation stellar models||Applicant Project funding;2006;115955;Massive stars in the universe||Applicant Project funding;2004;107481;Les étoiles massives dans l'Univers||Co-applicant Project funding;2002;100000;Les étoiles massives dans l'Univers||Co-applicant Project funding;2000;63320;Les étoiles massives dans l'Univers||Co-applicant Project funding;1998;53503;Etoiles massives: formation, évolution, starbursts, rayons gamma",15,TRUE,Meynet Georges,14616
Daniel Wolfram,GERLICH,StG,2011,Eidgenössische Technische Hochschule Zürich,DIVIMAGE,Applicant Project funding;2009;129895;Control of human cell cycle progression by microRNAs||Applicant Project funding;2006;114120;Coordination of late mitotic events and cytokinesis in live human cells,2,TRUE,Gerlich Daniel,517670
Nikolaos,GEROLIMINIS,StG,2013,Ecole Polytechnique Fédérale de Lausanne,METAFERW,Applicant Project funding;2012;146488;Route Choice and Perimeter Control for Heterogeneous Congested Networks with parsimonious models||Applicant Project funding;2010;132501;Movement Conflicts in multi-modal urban traffic systems:  Modeling Congestion and developing more sustainable cities||Applicant Project funding;2009;130165;Real-time hierarchical control and monitoring of urban traffic systems,3,TRUE,Geroliminis Nikolas,568665
Wulfram,GERSTNER,AdG,2010,Ecole Polytechnique Fédérale de Lausanne,MultiRules,Applicant Project funding;2010;132871;Coding Characteristics of Neuron Models||Applicant Sinergia;2008;122697;State representation in reward based learning -- from spiking neuron models to psychophysics||Applicant Project funding;2007;117975;Coding Characteristics of Neuron Models||Applicant Project funding;2004;108097;Theory of nonlinear spike-time dependent plasticity||Applicant Project funding;2004;108093;Coding Characteristics of Neuron Models||Applicant Project funding;2003;103530;Coding Characteristics of Neuron Models||Applicant Project funding;2003;101681;Bio-inspired image enhancement for natural colour images||Applicant Project funding;2002;100265;Hippocampal place cells and view-based models for spatial representation||Applicant Project funding;2002;100215;Theory of nonlinear spike-time dependent plasticity||Applicant Project funding;2001;65268;Coding Characteristics of Neuron Models||Applicant Project funding;2000;61622;Hippocampal place cells and view-based models for spatial representation||Applicant Project funding;1999;59014;Timing in reinforcement learning and conditioning||Co-applicant Project funding;1998;55688;Divide & Learn: Improved learning for large classification problems by generation and combination of multiple models||Applicant Project funding;1998;55752;Aspects of time in neural networks: population coding in the auditory system||Co-applicant Interdivisional projects;1998;55753;Bio-inspired methods for automatic recognition of complex auditory signals||Applicant Project funding;1998;55147;Representation of space and learning of actions in neuro-mimetic autonomous systems,16,TRUE,Gerstner Wulfram,81942
Mohsen,GHAFFARI,StG,2019,Eidgenössische Technische Hochschule Zürich,DistMaP,Applicant Project funding;2018;184735;Distributed Algorithms for Global Graph Problems,1,TRUE,Ghaffari Mohsen,701518
Domenico,GIARDINI,SyG,2019,Eidgenössische Technische Hochschule Zürich,FEAR,"Applicant Project funding;2018;185051;Development and Application of Seismological Techniques for the Analysis of Gravitational Waves Signals in LISA||Applicant Project funding;2016;172508;Mapping the internal structure of Mars||Applicant Project funding;2015;162449;Science of measurement from LISA Pathfinder to space-based gravitational waves observatories||Co-applicant National Research Programmes (NRPs);2014;153931;Risk Governance of Deep Geothermal and Hydro Energy||Applicant National Research Programmes (NRPs);2014;153985;Supply of electricity for 2050: hydropower and geo-energies||Applicant Project funding;2014;157133;Seismology on Mars||Applicant Sinergia;2014;154434;SWISS-AlpArray - Assessing Alpine Orogeny in 4D-space-time Frame||Applicant Project funding;2013;149121;New challenges in mapping seismic waveforms into the Earth's mantle: anisotropy and mantle flow||Co-applicant Project funding;2012;143605;Seismology with GPS: Mapping the Earth’s interiors with geodetic observations||Co-applicant Project funding;2010;134718;New challenges in seismic mapping of the Earth's mantle: anisotropy, temperature, composition||Co-applicant Project funding;2007;118034;Improving Time-Dependent Earthquake Hazard Assessment||Co-applicant Project funding;2007;117778;TECVAL: GPS based determination of crustal deformation, and seismicity in the canton Valais||Co-applicant Project funding;2007;117882;Regional-scale deformation analysis using multiple-acquisition inSAR in Western Anatolia (RIWA)||Co-applicant Interdivisional projects;2006;113294;The history of strong earthquakes in Switzerland (II)||Applicant Project funding;2005;112284;New approaches to probabilistic seismic hazard assessment in Switzerland||Applicant Project funding;2005;109318;Seismological investigations using the Swiss Digital Seismic Network: (1) regional surface wave propagation and (2) receiver function analysis||Applicant Project funding;2005;109177;Earthquake shaking in Alpine Valleys : Phase II (SHAKE-VAL-II)||Co-applicant Project funding;2004;107995;The role of small-skale convective instabilities at oceanic intra-plate volcanism||Co-applicant Project funding;2004;108096;Improving Time-Dependent Earthquake Hazard Assessment||Co-applicant Project funding;2004;105205;TECVAL: GPS based determination of crustal deformation, and seismicity in the canton Valais||Applicant Project funding;2003;103721;Mantle Investigation of the Deep Suture between Europe and Africa (MIDSEA) III||Applicant Project funding;2003;101920;Earthquake shaking in Alpine valleys (SHAKE-VAL)||Co-applicant Project funding;2003;101916;WATEC (Atmospheric water vapor content and tectonic movement)||Co-applicant Project funding;2003;101777;Orgenese I: Ein Model der Alpinen Konvergenz mit einem kombinierten Fluid-Festkörperansatz||Co-applicant Interdivisional projects;2002;100510;The history of strong earthquakes in Switzerland||Applicant Project funding;2002;68158;Seismological investigations using the Swiss Digital Seismic Network: (1) regional surface waves propagation and (2) receiver function analysis||Applicant Project funding;2001;66866;Reconstructing the paleoseismological record in northern Switzerland Phase 2 PALEOSEIS 2||Applicant Project funding;2000;63725;Mantle Investigation of the Deep Suture between Europe and Africa (MIDSEA)||Co-applicant Project funding;2000;61912;Orogeny I; Modeling Alpine Convergence with combined solid mechanics and fluid dynamics approaches||Applicant Project funding;1999;59460;Reconstructing the paleoseismological record in northern Switzerland PALEOSEIS||Applicant Project funding;1998;54076;Mantle Investigation of the Deep Suture between Europe and Africa (MIDSEA)",31,TRUE,Giardini Domenico,95767
Martinus Adela Maria,GIJS,AdG,2012,Ecole Polytechnique Fédérale de Lausanne,MEMSforLife,Applicant Project funding;2012;146237;Microfluidic synthesis of semiconductor nanomaterials for luminescence and energy harvesting applications||Applicant Project funding;2011;140328;Microfluidic particle-based bio-assays using polymer microlenses for enhanced optical detection||Applicant Project funding;2011;137577;Synthesis of bivalent nanoparticle assemblies (“Janus assemblies”)||Applicant Project funding;2008;121558;Development of immuno-and cell-based assays on magnetic nanoparticles perfused by a microfluidic flow||Co-applicant Project funding;2007;120422;Functional outcome after surgical treatment of ankle osteoarthritis: a new method based on ambulatory gait analysis||Applicant Project funding;2007;119788;Synthesis and directional surface engineering of functional oxide nanoparticles in microfluidic chips||Applicant Project funding;2005;111679;Development of a multilayer sol-gel glass technology for the realisation of complex micro-optical components||Applicant Interdivisional projects;2005;111636;Fluidic rapid exchange microsystem for electrophysiological studies on single cells||Applicant Project funding;2004;107372;Study of the magnetic manipulation of magnetic particles in microfluidic systems||Applicant Interdivisional projects;2003;101467;Fluidic rapid exchange microsystem for electrophysiological studies on single cells||Applicant Project funding;2003;101466;Development of a multilayer sol-gel glass technology for the realisation of complex micro-optical components||Applicant Project funding;2002;67842;Study of giant magneto-impedance effect in tri-layer structures of micropatterned amorphous magnetic foils||Applicant Project funding;2001;64816;Development and study of a high-resolution powder blasting micro-erosion technology||Co-applicant Project funding;2000;61589;Mechanism of directional cell motility: self-polarization of actin-myosin II system||Applicant Project funding;2000;61553;Micro-chip electrochromatography using novel continuous stationary phases||Applicant Project funding;1998;55302;Study of magnetic domain and single domain wall magneto-electrical properties of micropatterned amorphous magnetic foils,16,TRUE,Gijs Martin,91070
